,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,ComplianceStatus,Address,City,State,Latitude,Longitude,TotalGHGEmissions,GHGEmissionsIntensity,SecondLargestPropertyUseTypeGFA,ENERGYSTARScore,LargestPropertyUseTypeGFA
902,21328,2016,NonResidential,Other,Seattle First Hill,1978200320,7,EAST,1964,1.0,4.0,49243,0,49243,Other/Specialty Hospital,Other/Specialty Hospital,no information,162.1000061,162.3999939,472.5,472.79998780000005,8476183.0,8491346.0,0.0,2215881.5,7560588.0,9155.942383,915594.0,False,Compliant,1334 Terry Avenue,Seattle,WA,47.61186,-122.32857,101.34,2.06,4329.0,54.0,52284.0
903,21336,2016,NonResidential,Other,University Club,1978200605,3,EAST,1912,0.0,3.0,20411,0,20411,Social/Meeting Hall,Social/Meeting Hall,no information,98.69999695,105.09999850000001,183.0,189.6999969,2014475.875,2145049.5,0.0,227122.7031,774943.0,12395.33008,1239533.0,False,Compliant,1004 Boren Ave,Seattle,WA,47.6097,-122.325,71.23,3.49,6807.320019599999,38.2,20411.0
904,21351,2016,NonResidential,Medical Office,Swedish Alcoa Building,1978201116,3,EAST,1962,1.0,2.0,30855,10285,20570,Medical Office,Medical Office,no information,136.6000061,145.1000061,292.39999389999997,298.5,2946756.25,3129807.0,0.0,450699.8125,1537788.0,14089.68457,1408968.0,False,Compliant,1401 Madison St,Seattle,WA,47.61065,-122.32125,85.55,2.77,9344.0,2.0,21571.0
905,21353,2016,NonResidential,Small- and Mid-Sized Office,FIRST BAPTIST CHURCH,1978201205,3,EAST,1910,1.0,3.0,73549,0,73549,"Office, Worship Facility",Office,Worship Facility,38.5,43.59999847,66.69999695,72.19999695,2828950.5,3209164.5,0.0,271858.3125,927581.0,19013.69922,1901370.0,False,Compliant,1111 Harvard Ave.,Seattle,WA,47.611940000000004,-122.32177,107.45,1.46,31917.0,90.0,41632.0
906,21364,2016,NonResidential,Other,Pacific Northwest Research,1978201421,3,EAST,1988,1.0,5.0,45780,11400,34380,"Other - Education, Parking",Other - Education,Parking,236.6999969,252.10000609999997,509.0,527.5999756,10834087.0,11542708.0,5473370.5,1554939.625,5305454.0,552.6221924,55262.0,False,Compliant,720 Broadway,Seattle,WA,47.60865694,-122.3205368,462.4,10.1,4500.0,76.6,45780.0
907,21365,2016,NonResidential,Medical Office,Northwest Kidney Center (21365),1978201435,3,EAST,1963,0.0,3.0,39115,0,39115,Medical Office,Medical Office,no information,74.69999695,76.80000305,203.8000031,205.8999939,3735308.5,3838425.0,0.0,878757.3125,2998320.0,7369.880859000001,736988.0,False,Compliant,700 Broadway,Seattle,WA,47.60865416,-122.32059040000001,60.04,1.53,12122.6,42.0,50000.0
908,21366,2016,NonResidential,Other,Town Hall Seattle,1979200050,7,EAST,1916,1.0,3.0,38038,0,38038,"Food Service, Office, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,Office,29.5,33.5,57.5,62.79999924,1107290.625,1255324.0,682047.625,124631.6016,425243.0,0.0,0.0,False,Compliant,1119 8th Avenue,Seattle,WA,47.60901,-122.32994,55.61,1.46,1184.0,73.2,35886.0
909,21367,2016,NonResidential,Worship Facility,First Presbyterian Church of Seattle,1979200090,7,EAST,1962,1.0,3.0,37796,0,37796,"Parking, Worship Facility",Worship Facility,Parking,46.5,52.29999924,87.69999695,96.0,2465983.5,2769792.0,1379517.75,259038.0,883838.0,2026.280029,202628.0,False,Compliant,1013 8th Ave,Seattle,WA,47.60821,-122.3296,123.41,3.27,17600.0,55.0,53000.0
910,21380,2016,Nonresidential COS,Small- and Mid-Sized Office,System Operations Center,1982201065,6,BALLARD,1993,1.0,1.0,27744,0,27744,"Data Center, Office, Other",Office,Other,193.0,193.0,606.2000122000001,606.2000122000001,5355753.0,5355753.0,0.0,1569681.25,5355752.0,0.0,0.0,False,Compliant,614 NW 46th St,Seattle,WA,47.66256,-122.36483,37.34,1.35,6060.0,55.8,18380.0
911,21382,2016,NonResidential,Warehouse,Superior Self Storage,1982201700,6,BALLARD,1960,1.0,1.0,36444,0,36444,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,4.400000095,4.599999905,13.89999962,14.60000038,161311.0938,169464.0938,0.0,47277.60156,161311.0,0.0,0.0,False,Compliant,832 NW 48,Seattle,WA,47.66388,-122.36831000000001,1.12,0.03,12170.0,80.0,36444.0
912,21388,2016,NonResidential,Warehouse,lee warehouse,1982203275,6,BALLARD,1950,1.0,1.0,27553,0,27553,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,35.09999847,38.29999924,69.30000305,72.59999847,966677.125,1054377.75,0.0,125320.0,427592.0,5390.851074,539085.0,False,Compliant,4259 8th Avenue NW,Seattle,WA,47.65907,-122.36783,31.61,1.15,10743.4,63.0,27553.0
913,21389,2016,NonResidential,Distribution Center,Double Y Investment Co.,1982203385,6,BALLARD,1951,3.0,1.0,57310,0,57310,Distribution Center,Distribution Center,no information,21.89999962,24.39999962,48.0,51.20000076,1253745.5,1395637.75,0.0,201467.9063,687408.0,5663.370117,566337.0,False,Compliant,4222 8th Ave NW,Seattle,WA,47.6583,-122.36638,34.87,0.61,21513.2,56.6,57310.0
914,21391,2016,NonResidential,Mixed Use Property,On Ballard- 425 Westlake,1983200005,7,LAKE UNION,1920,1.0,2.0,25920,0,25920,"Office, Other, Other - Services, Residence Hall/Dormitory, Restaurant",Office,Other - Services,38.20000076,41.29999924,102.9000015,109.09999850000001,989079.5,1071271.0,0.0,228407.2031,779325.0,2097.540039,209754.0,False,Compliant,425 Westlake Ave N.,Seattle,WA,47.62296,-122.33883999999999,16.57,0.64,7016.0,38.8,10109.0
915,21396,2016,NonResidential,Restaurant,Uptown Espresso Building (Block 38W) - SEDO,1983200170,7,LAKE UNION,1919,1.0,3.0,40686,0,40686,Restaurant,Restaurant,no information,51.79999924,53.79999924,97.59999847,99.40000153,2106073.5,2188575.25,0.0,246785.5,842032.0,12640.41016,1264041.0,False,Compliant,500-510 Westlake Ave. North,Seattle,WA,47.623540000000006,-122.33808,73.0,1.79,9505.6,54.8,40686.0
916,21397,2016,NonResidential,Retail Store,Guitar Center (Block 38W) - SEDO,1983200180,7,LAKE UNION,1964,1.0,2.0,45271,0,45271,Retail Store,Retail Store,no information,56.40000153,64.30000305,112.1999969,119.09999850000001,2553763.5,2912179.5,0.0,336123.5,1146853.0,14069.10059,1406910.0,False,Compliant,520-530 Westlake Ave. North,Seattle,WA,47.62399,-122.33803999999999,82.72,1.83,16942.6,57.0,45271.0
917,21398,2016,NonResidential,Small- and Mid-Sized Office,Clements Rice Building (Block 38W) - SEDO,1983200196,7,LAKE UNION,1920,1.0,3.0,28380,12180,16200,Office,Office,no information,48.40000153,53.0,110.0,114.90000149999999,1372213.375,1503529.375,0.0,235730.7031,804313.0,5679.0,567900.0,False,Compliant,534 Westlake Ave. North,Seattle,WA,47.62437,-122.33802,35.77,1.26,9439.2,62.0,28380.0
918,21399,2016,NonResidential,Large Office,Interurban Exchange IV/V & Van Vorst - SEDO,1983200290,7,LAKE UNION,2009,1.0,5.0,508160,0,508160,"Food Service, Office, Parking",Office,Parking,82.09999847,82.09999847,219.10000609999997,219.10000609999997,28053172.0,28053172.0,0.0,6367309.0,21725258.0,63279.09766,6327910.0,False,Compliant,440 Terry Ave. North,Seattle,WA,47.62296,-122.3362,487.53,0.96,162894.0,77.0,329850.0
919,21401,2016,NonResidential,Small- and Mid-Sized Office,511 Boren,1983200350,7,LAKE UNION,1926,1.0,3.0,26176,0,26176,Office,Office,no information,40.70000076,45.29999924,79.59999847,84.30000305,966907.375,1074761.125,0.0,122371.7031,417532.0,5493.749511999999,549375.0,False,Compliant,511 Boren Avenue North,Seattle,WA,47.62353,-122.33622,32.09,1.23,9232.0,95.0,23730.0
920,21413,2016,NonResidential,Small- and Mid-Sized Office,Fairview,1984200105,3,LAKE UNION,1926,1.0,1.0,37740,0,37740,"Office, Parking",Office,Parking,198.6000061,197.8999939,597.4000244,588.4000244,7442314.5,7419337.0,0.0,2044020.25,6974197.0,4681.168945,468117.0,False,Compliant,1000 Fairview Ave N,Seattle,WA,47.627990000000004,-122.33131999999999,73.48,1.95,0.0,1.0,37481.0
921,21418,2016,Nonresidential COS,Other,Northwest Rooms,1985200003,7,MAGNOLIA / QUEEN ANNE,1961,1.0,1.0,26000,0,26000,Other,Other,no information,105.90000149999999,114.6999969,250.89999390000003,261.6000061,5277482.5,5719698.0,2097789.75,931914.625,3179693.0,0.0,0.0,False,Compliant,394 1st Ave. N.,Seattle,WA,47.62208,-122.35398,184.09,7.08,12866.6,76.4,49847.0
922,21424,2016,NonResidential,Worship Facility,First Church Seattle,1985200090,7,MAGNOLIA / QUEEN ANNE,2009,1.0,3.0,23241,0,23241,Worship Facility,Worship Facility,no information,31.79999924,34.0,69.69999695,71.90000153,739210.5,789925.875,0.0,118247.2031,403459.0,3357.51001,335751.0,False,Compliant,180 Denny Way,Seattle,WA,47.618759999999995,-122.3534,20.64,0.89,10287.6,66.0,23241.0
923,21425,2016,NonResidential,Other,Pacific Science Center,1985200140,7,MAGNOLIA / QUEEN ANNE,1962,1.0,1.0,155795,0,155795,Other,Other,no information,113.40000149999999,121.0,317.60000610000003,330.7999878,17673018.0,18847708.0,0.0,4337207.5,14798552.0,28744.64648,2874465.0,False,Compliant,200 Second Avenue North,Seattle,WA,47.61974,-122.3511,255.83,1.64,86182.2,51.0,155795.0
924,21432,2016,Nonresidential COS,Other,Fisher Pavilion,1985200245,7,MAGNOLIA / QUEEN ANNE,2002,1.0,1.0,21018,0,21018,Other,Other,no information,83.80000305,85.09999847,246.89999390000003,248.5,1761137.5,1789470.75,175780.0,464641.6875,1585357.0,0.0,0.0,False,Compliant,200 Thomas St,Seattle,WA,47.62208,-122.35398,24.62,1.17,8193.6,45.6,21018.0
925,21433,2016,Nonresidential COS,Other,Chihuly Garden and Glass,1985200305,7,MAGNOLIA / QUEEN ANNE,1998,1.0,1.0,30533,0,30533,Museum,Museum,no information,206.1999969,216.3000031,408.5,415.0,5903015.0,6193701.5,0.0,771077.5,2630916.0,32720.98242,3272098.0,False,Compliant,305 Harrison St #30,Seattle,WA,47.62208,-122.35398,192.12,6.29,10863.0,57.0,28631.0
926,21435,2016,NonResidential,Other,space needle,1985200495,7,MAGNOLIA / QUEEN ANNE,1961,1.0,2.0,33971,0,33971,Other - Recreation,Other - Recreation,no information,353.7000122,363.2999878,747.7000122000001,757.9000244,17686444.0,18163924.0,0.0,2638550.75,9002735.0,86837.08594,8683709.0,False,Compliant,400 broard street,Seattle,WA,47.620490000000004,-122.3493,523.95,15.42,12122.6,62.4,50000.0
927,21436,2016,Nonresidential COS,Other,Seattle Children's Theatre,1985200550,7,MAGNOLIA / QUEEN ANNE,1992,1.0,2.0,40600,0,40600,Other,Other,no information,56.40000153,56.0,174.6000061,174.3999939,2485521.0,2470816.0,137900.0,442413.1875,1509514.0,3745.369629,374537.0,False,Compliant,201 Thomas St.,Seattle,WA,47.62082,-122.35251000000001,41.06,1.01,12417.2,69.2,33000.0
928,21438,2016,NonResidential,Small- and Mid-Sized Office,Sellen Construction Headquarters,1986200070,7,LAKE UNION,1999,1.0,4.0,38038,0,38038,"Office, Parking",Office,Parking,52.70000076,53.59999847,165.3999939,168.3999939,2003807.75,2040142.0,0.0,587282.375,2003807.0,0.0,0.0,False,Compliant,227 Westlake Ave N,Seattle,WA,47.62055,-122.33881000000001,13.97,0.37,19600.0,84.0,38038.0
929,21442,2016,NonResidential,Small- and Mid-Sized Office,Terry Ave Building,1986200245,7,LAKE UNION,2007,1.0,4.0,64596,24596,40000,"Office, Parking",Office,Parking,60.70000076,65.90000153,125.0,130.3999939,2524228.25,2739358.75,0.0,357410.9063,1219486.0,13047.41992,1304742.0,False,Compliant,225 Terry Avenue North,Seattle,WA,47.62028,-122.33717,77.8,1.2,21350.0,92.0,41591.0
930,21443,2016,NonResidential,Small- and Mid-Sized Office,219 Terry Building,1986200255,7,LAKE UNION,1928,1.0,3.0,41466,6062,35404,"Laboratory, Office, Parking",Office,Laboratory,227.5,228.39999390000003,523.7000122,516.5,9190442.0,9228577.0,0.0,1613918.25,5506689.0,36837.52344,3683752.0,False,Compliant,219 Terry Ave. N.,Seattle,WA,47.62038,-122.33758999999999,234.03,5.64,5000.0,1.0,35404.0
931,21445,2016,NonResidential,Large Office,202 Westlake,1986200275,7,LAKE UNION,2013,1.0,6.0,130710,100800,29910,"Bank Branch, Office, Parking, Restaurant",Office,Parking,56.79999924,56.79999924,166.3000031,166.3000031,7429423.0,7429423.0,0.0,1956935.25,6677063.0,7523.589844,752359.0,False,Compliant,202 Westlake Ave. N.,Seattle,WA,47.62004,-122.33807,86.51,0.66,88960.0,92.0,120548.0
932,21447,2016,NonResidential,Small- and Mid-Sized Office,224 Westlake,1986200295,7,LAKE UNION,1926,1.0,4.0,35780,0,35780,"Office, Parking, Retail Store",Office,Retail Store,62.59999847,64.80000305,196.6000061,203.3999939,1912760.75,1979164.25,0.0,560598.0,1912760.0,0.0,0.0,False,Compliant,224 Westlake Ave. N.,Seattle,WA,47.620540000000005,-122.33807,13.33,0.37,8214.0,77.0,22341.0
933,21459,2016,NonResidential,Mixed Use Property,Century,1988200090,7,MAGNOLIA / QUEEN ANNE,1964,1.0,4.0,25132,7308,17824,"Office, Parking, Restaurant",Office,Parking,55.59999847,57.70000076,174.6000061,181.1999969,564754.1875,585965.6875,0.0,165520.0,564754.0,0.0,0.0,False,Compliant,10 Harrison St.,Seattle,WA,47.6223,-122.35653,3.94,0.16,8000.0,41.0,8061.0
934,21464,2016,Nonresidential COS,Other,Phelps Center,1988200250,7,DOWNTOWN,1966,1.0,1.0,49680,0,49680,Other,Other,no information,57.29999924,58.20000076,119.5,120.6999969,2844685.0,2890473.75,1427730.0,383969.8125,1310105.0,0.0,0.0,False,Compliant,301 Mercer St.,Seattle,WA,47.60192,-122.33282,119.34,2.4,12642.8,68.2,49680.0
935,21465,2016,Nonresidential COS,Other,Playhouse,1988200440,7,DOWNTOWN,1962,1.0,1.0,36314,0,36314,Other,Other,no information,50.5,51.90000153,117.59999850000001,119.09999850000001,1832808.75,1882952.875,204650.0,325448.5938,1110431.0,3915.779785,391578.0,False,Compliant,201 Mercer St.,Seattle,WA,47.60219,-122.3313,44.33,1.22,14326.2,63.4,36314.0
936,21468,2016,NonResidential,Other,Showbox Building,1975700560,7,DOWNTOWN,1916,1.0,2.0,25920,0,25920,"Other - Entertainment/Public Assembly, Restaurant, Retail Store",Other - Entertainment/Public Assembly,Restaurant,62.09999847,60.79999924,195.1000061,190.8999939,1257774.625,1230670.25,0.0,368632.5938,1257774.0,0.0,0.0,False,Compliant,1412 1st Ave S,Seattle,WA,47.60849,-122.33923999999999,8.77,0.34,4329.0,39.8,11888.0
937,21469,2016,NonResidential,Small- and Mid-Sized Office,Doyle Building,1975700605,7,DOWNTOWN,1919,1.0,4.0,47686,0,47686,"Office, Retail Store",Office,Retail Store,60.90000153,65.40000153,140.1999969,145.5,2071670.25,2223121.25,897694.0,344072.6875,1173976.0,0.0,0.0,False,Compliant,119 Pine Street,Seattle,WA,47.60994,-122.33997,77.48,1.62,8500.0,72.0,25500.0
938,21478,2016,Campus,Mixed Use Property,Economy Market,1976200105,7,DOWNTOWN,1900,1.0,2.0,49280,0,49280,"Food Sales, Office, Restaurant, Retail Store, Self-Storage Facility, Social/Meeting Hall",Retail Store,Restaurant,110.3000031,111.0,290.89999389999997,293.0,5437110.5,5469793.5,0.0,1209992.875,4128496.0,13086.14063,1308614.0,False,Compliant,1433 First Avenue,Seattle,WA,47.60805,-122.33978,98.28,1.99,9240.0,56.6,15614.0
939,21481,2016,Campus,Low-Rise Multifamily,Sanitary Market,1976200210,7,DOWNTOWN,1942,1.0,4.0,45500,0,45500,"Bar/Nightclub, Food Sales, Multifamily Housing, Restaurant, Retail Store, Self-Storage Facility",Multifamily Housing,Retail Store,85.19999695,85.19999695,267.5,267.5,3778355.0,3778355.0,0.0,1107372.375,3778355.0,0.0,0.0,False,Compliant,1525 FIrst Avenue,Seattle,WA,47.60918,-122.34078999999998,26.34,0.58,10455.0,72.0,22669.0
940,21482,2016,Campus,Restaurant,Corner Market,1976200230,7,DOWNTOWN,1912,1.0,2.0,25380,0,25380,"Food Sales, Office, Restaurant",Restaurant,Food Sales,271.89999389999997,270.60000610000003,549.2000122000001,545.2000122000001,6901554.0,6868711.5,0.0,938533.8125,3202277.0,36992.76563,3699277.0,False,Compliant,1501 1st Avenue,Seattle,WA,47.60895,-122.34052,218.79,8.62,6426.0,34.0,17114.0
941,21483,2016,NonResidential,Small- and Mid-Sized Office,(ID21483) Madore Building,1976200300,7,DOWNTOWN,1915,1.0,6.0,40715,0,40715,"Non-Refrigerated Warehouse, Office, Retail Store",Office,Retail Store,69.5,70.69999695,190.1000061,193.8999939,2827772.75,2877728.5,0.0,668858.625,2282146.0,5456.27002,545627.0,False,Compliant,1501 Western Avenue,Seattle,WA,47.60836,-122.34156999999999,44.89,1.1,16260.0,67.4,20895.0
942,21488,2016,NonResidential,Mixed Use Property,E0010 - Elliott Court,1977200245,7,DOWNTOWN,1990,1.0,4.0,82065,34800,47265,"Office, Parking, Retail Store",Parking,Office,41.29999924,43.79999924,129.8000031,137.5,1717130.875,1818635.25,0.0,503262.1875,1717131.0,0.0,0.0,False,Compliant,2103-2107 Elliott Avenue,Seattle,WA,47.611129999999996,-122.34556,11.97,0.15,27594.0,91.0,36036.0
943,21495,2016,NonResidential,Small- and Mid-Sized Office,Alaska Trade Building,1977200420,7,DOWNTOWN,1910,1.0,4.0,36160,0,36160,Office,Office,no information,51.5,53.20000076,161.6999969,166.8999939,1862176.875,1921962.0,0.0,545772.8125,1862177.0,0.0,0.0,False,Compliant,1917 1St Ave,Seattle,WA,47.610409999999995,-122.34213999999999,12.98,0.36,12934.2,47.0,36160.0
944,21496,2016,NonResidential,Mixed Use Property,Soames Dunn Building,1977200425,7,DOWNTOWN,1918,1.0,1.0,34617,0,34617,"Food Sales, Manufacturing/Industrial Plant, Office, Other - Entertainment/Public Assembly, Other - Restaurant/Bar, Restaurant, Retail Store, Self-Storage Facility",Other - Restaurant/Bar,Office,148.3999939,148.0,325.2000122,324.0,5136604.5,5123179.0,0.0,822388.375,2805989.0,23306.15039,2330615.0,False,Compliant,1916 Pike Place,Seattle,WA,47.61014,-122.34251,143.34,4.14,5813.0,43.6,6455.0
945,21505,2016,NonResidential,Small- and Mid-Sized Office,U0010 - Union Stables,1977200605,7,DOWNTOWN,1909,1.0,5.0,66900,0,66900,Office,Office,no information,24.0,24.0,73.59999847,73.59999847,1634178.25,1634178.25,0.0,461583.0,1574921.0,592.5700072999999,59257.0,False,Compliant,2200 Western Avenue,Seattle,WA,47.6123,-122.34611000000001,14.13,0.21,20252.4,100.0,68048.0
946,21506,2016,NonResidential,Mixed Use Property,Scargo Apartments,1977200610,7,DOWNTOWN,1910,1.0,3.0,29340,0,29340,"Multifamily Housing, Office, Restaurant",Office,Multifamily Housing,79.59999847,87.30000305,148.1999969,157.6000061,2160420.0,2370772.25,0.0,246140.7031,839832.0,13205.87988,1320588.0,False,Compliant,2205 1st Ave,Seattle,WA,47.61252,-122.34565,75.99,2.59,11592.0,65.2,12714.0
947,21508,2016,NonResidential,Other,White and Hitchcock,1977200625,7,DOWNTOWN,1930,0.0,2.0,22710,0,22710,Food Service,Food Service,no information,12.69999981,12.69999981,39.79999924,39.79999924,287763.5,287763.5,0.0,84338.60156,287763.0,0.0,0.0,False,Compliant,2234 1st Ave,Seattle,WA,47.613409999999995,-122.34597,2.01,0.09,3063.0,60.6,22710.0
948,21515,2016,NonResidential,Small- and Mid-Sized Office,RDM Building,2025049030,4,LAKE UNION,2000,1.0,3.0,50499,13540,36959,"Office, Parking",Office,Parking,86.69999695,86.69999695,272.2000122,272.2000122,3205182.5,3205182.5,0.0,938676.375,3202764.0,24.18000031,2418.0,False,Compliant,1938 Fairview Ave E,Seattle,WA,47.6367,-122.3285,22.46,0.44,13540.0,13.0,36959.0
949,21520,2016,NonResidential,Small- and Mid-Sized Office,1910 Fairview - new,2025049040,4,LAKE UNION,1964,1.0,5.0,54465,9605,44860,"Office, Parking",Office,Parking,62.09999847,63.09999847,182.3999939,183.5,3600571.25,3658985.5,0.0,952872.1875,3251200.0,3493.709961,349371.0,False,Compliant,1910 Fairview,Seattle,WA,47.63616,-122.32718,41.22,0.76,0.0,68.0,57972.0
950,21521,2016,NonResidential,K-12 School,ST NICHOLAS SCHOOL,2025049052,3,EAST,1930,1.0,2.0,45960,0,45960,K-12 School,K-12 School,no information,90.69999695,102.5,133.1999969,145.6000061,4167253.75,4711474.0,0.0,244618.4063,834638.0,33326.16016,3332616.0,False,Compliant,1501 10TH AVE E,Seattle,WA,47.63239,-122.32072,182.81,3.98,5289.0,56.0,45960.0
951,21530,2016,NonResidential,Small- and Mid-Sized Office,Space Needle Building,1991200520,7,LAKE UNION,1959,1.0,2.0,21128,0,21128,Office,Office,no information,20.70000076,20.70000076,64.90000153,64.90000153,436604.0938,436604.0938,0.0,127961.2969,436604.0,0.0,0.0,False,Compliant,203 6th Avenue N,Seattle,WA,47.61992,-122.34539,3.04,0.14,7526.2,97.0,21128.0
952,21533,2016,NonResidential,Mixed Use Property,Hyatt Place,1991200695,7,LAKE UNION,2008,1.0,4.0,274442,0,274442,"Hotel, Multifamily Housing, Parking, Retail Store",Hotel,Parking,54.20000076,56.29999924,128.1999969,132.6000061,9155568.0,9512996.0,0.0,1689621.25,5764988.0,33905.78906,3390579.0,False,Compliant,110 6th Ave N,Seattle,WA,47.61893,-122.34473,220.26,0.8,105499.0,74.4,108763.0
953,21534,2016,NonResidential,Small- and Mid-Sized Office,Little Wing,1991200705,7,LAKE UNION,2013,1.0,3.0,51552,0,51552,"Data Center, Office",Office,Data Center,28.10000038,28.10000038,88.19999695,88.19999695,1539066.375,1539066.375,0.0,451074.5,1539066.0,0.0,0.0,False,Compliant,120 6th Ave N,Seattle,WA,47.61952,-122.34461999999999,10.73,0.21,650.0,57.6,54150.0
954,21535,2016,NonResidential,Hotel,Travelodge - WA - Seattle - 07033,1991200765,7,LAKE UNION,1959,1.0,4.0,38520,0,38520,Hotel,Hotel,no information,72.80000305,74.69999695,163.1999969,168.8999939,2804534.0,2874815.0,0.0,468135.6875,1597279.0,12072.5498,1207255.0,False,Compliant,200 6th Ave N,Seattle,WA,47.62014,-122.34456000000002,75.25,1.95,9963.4,37.0,38500.0
955,21537,2016,NonResidential,Hotel,Seattle Pacific Hotel,1991200800,7,LAKE UNION,1961,1.0,3.0,29186,4256,24930,Hotel,Hotel,no information,45.59999847,45.59999847,85.69999695,85.69999695,867184.375,867184.375,0.0,100596.0,343234.0,5239.509765999999,523951.0,False,Compliant,325 Aurora Ave N,Seattle,WA,47.62174,-122.34416999999999,30.22,1.04,9660.4,95.0,19000.0
956,21546,2016,NonResidential,Worship Facility,Seattle Unity Church,1991201375,7,LAKE UNION,1960,1.0,1.0,27338,0,27338,Worship Facility,Worship Facility,no information,21.29999924,25.0,66.80000305,78.40000153,581289.0,682542.8125,0.0,170366.0,581289.0,0.0,0.0,False,Compliant,200 8th Avenue N,Seattle,WA,47.6201,-122.34071000000002,4.05,0.15,12066.6,56.0,27338.0
957,21795,2016,NonResidential,Other,Ignatius Hall,2025049007,3,EAST,1999,1.0,2.0,85750,65640,20110,"K-12 School, Parking",Parking,K-12 School,102.3000031,113.90000149999999,177.3000031,191.6999969,2045592.0,2278550.5,0.0,196193.7031,669413.0,13761.79004,1376179.0,False,Compliant,2400 11th Ave East,Seattle,WA,47.64132,-122.31643999999999,77.76,0.91,20000.0,74.2,65000.0
958,21549,2016,NonResidential,Laboratory,410 W. Harrison,1992200045,7,MAGNOLIA / QUEEN ANNE,1962,1.0,2.0,34416,0,34416,"Laboratory, Office, Parking",Laboratory,Office,349.10000610000003,363.60000610000003,650.5,657.2000122000001,12015936.0,12512916.0,0.0,1370281.25,4675400.0,73405.35156,7340535.0,False,Compliant,410 W. Harrison St.,Seattle,WA,47.6224,-122.36248,422.45,12.27,13767.0,56.6,20649.0
959,21550,2016,NonResidential,Small- and Mid-Sized Office,Bayview Building,1992200400,7,MAGNOLIA / QUEEN ANNE,1930,1.0,3.0,45864,0,45864,Office,Office,no information,56.5,66.19999695,81.19999695,91.40000153,2590622.0,3034554.5,0.0,140782.5,480350.0,21102.7207,2110272.0,False,Compliant,129 1st Avenue West,Seattle,WA,47.61954,-122.35847,115.43,2.52,4089.0,94.0,45864.0
960,21557,2016,NonResidential,K-12 School,Lakeside Middle School,2026049022,5,NORTHWEST,1999,1.0,2.0,49252,0,49252,K-12 School,K-12 School,no information,57.09999847,63.40000153,119.40000149999999,127.1999969,3485865.5,3870672.5,0.0,509598.3125,1738749.0,17471.16016,1747116.0,False,Compliant,13510 1st Ave NE,Seattle,WA,47.72726,-122.32835,104.91,2.13,9150.6,23.0,61099.0
961,21570,2016,SPS-District K-12,K-12 School,Hazel Wolf K-8 at Pinehurst,2044500390,5,NORTH,1950,1.0,1.0,34005,0,34005,K-12 School,K-12 School,no information,19.70000076,19.70000076,59.0,59.0,991918.0,991918.0,0.0,270174.4063,921835.0,700.8300171,70083.0,True,,11530 12th Ave. N.E.,Seattle,WA,47.713429999999995,-122.31466,10.15,0.3,12895.2,94.0,50337.0
962,21578,2016,SPS-District K-12,K-12 School,Genesee Hill Elementary,2095200005,1,SOUTHWEST,1949,1.0,1.0,41221,0,41221,K-12 School,K-12 School,no information,36.90000153,36.90000153,93.09999847,93.09999847,2246747.5,2246747.5,0.0,462843.3125,1579221.0,6675.260254,667526.0,True,,5012 S.W. Genesee St.,Seattle,WA,47.565490000000004,-122.39688999999998,46.46,1.13,13006.6,83.0,60814.0
963,21580,2016,NonResidential,Small- and Mid-Sized Office,Galer,2107700160,4,LAKE UNION,1987,1.0,3.0,33176,0,33176,"Office, Parking",Office,Parking,43.0,45.59999847,99.5,102.1999969,1426279.5,1513388.25,0.0,252767.0938,862441.0,5638.379883,563838.0,False,Compliant,214 Galer St,Seattle,WA,47.63245,-122.32529,35.96,1.08,15000.0,89.0,33176.0
964,21582,2016,NonResidential,Retail Store,WSECU - 4,2107700260,4,LAKE UNION,1993,1.0,3.0,25194,3764,21430,"Medical Office, Office, Retail Store",Retail Store,Medical Office,87.69999695,92.40000153,184.6999969,188.0,1878742.875,1980961.25,0.0,278437.5,950029.0,9287.139648,928714.0,False,Compliant,1500 Fairview Ave E,Seattle,WA,47.632459999999995,-122.32658,55.95,2.22,8044.0,44.6,10751.0
965,21601,2016,SPS-District K-12,K-12 School,Dunlap Elementary,2123700235,2,SOUTHEAST,2000,1.0,2.0,75605,0,75605,K-12 School,K-12 School,no information,30.10000038,32.5,73.59999847,76.19999695,2274873.5,2457541.75,0.0,445602.5,1520396.0,7544.773926000001,754477.0,True,,4525 S. Cloverdale St.,Seattle,WA,47.52499,-122.27466000000001,50.67,0.67,47737.6,83.0,75605.0
